scenario,day,negative,positive,recovered,inpatient,died,total,unallocated
29,22,520,1,0,0,0,521,0
29,23,520,1,0,0,0,521,0
29,24,520,1,0,0,0,521,0
29,25,519,2,0,0,0,521,0
29,26,519,2,0,0,0,521,0
29,27,519,2,0,0,0,521,0
29,28,519,1,0,1,0,521,0
29,29,517,3,0,1,0,521,0
29,30,513,7,0,1,0,521,0
29,31,512,7,0,1,1,521,0
29,32,509,10,0,1,1,521,0
29,33,508,11,0,1,1,521,0
29,34,505,14,0,1,1,521,0
29,35,501,17,0,2,1,521,0
29,36,498,17,0,5,1,521,0
29,37,491,21,0,8,1,521,0
29,38,489,21,0,10,1,521,0
29,39,484,22,2,12,1,521,0
29,40,481,24,2,13,1,521,0
29,41,478,23,2,17,1,521,0
29,42,474,25,3,18,1,521,0
29,43,470,26,3,21,1,521,0
29,44,465,30,5,20,1,521,0
29,45,458,34,7,21,1,521,0
29,46,454,37,12,17,1,521,0
29,47,441,47,16,16,1,521,0
29,48,432,50,18,18,3,521,0
29,49,425,52,23,18,3,521,0
29,50,414,54,27,23,3,521,0
29,51,399,65,30,23,4,521,0
29,52,387,69,31,30,4,521,0
29,53,371,75,35,36,4,521,0
29,54,360,80,41,36,4,521,0
29,55,347,85,44,40,5,521,0
29,56,340,86,44,45,6,521,0
29,57,327,87,48,50,9,521,0
29,58,317,84,50,60,10,521,0
29,59,307,84,54,64,12,521,0
29,60,290,89,66,63,13,521,0
29,61,278,91,76,63,13,521,0
29,62,269,89,83,65,15,521,0
29,63,261,83,93,69,15,521,0
29,64,250,84,105,65,17,521,0
29,65,246,78,114,64,19,521,0
29,66,231,79,122,70,19,521,0
29,67,223,76,132,70,20,521,0
29,68,215,72,141,70,23,521,0
29,69,203,69,158,68,23,521,0
29,70,199,67,165,65,25,521,0
29,71,188,69,174,64,26,521,0
29,72,182,69,181,61,28,521,0
29,73,173,62,191,63,32,521,0
29,74,167,56,200,63,35,521,0
29,75,161,57,210,57,36,521,0
29,76,154,54,218,59,36,521,0
29,77,148,54,224,55,40,521,0
29,78,138,57,237,49,40,521,0
29,79,135,49,242,52,43,521,0
29,80,132,41,250,55,43,521,0
29,81,125,38,260,54,44,521,0
29,82,123,34,270,48,46,521,0
29,83,121,32,276,45,47,521,0
29,84,119,25,282,48,47,521,0
29,85,117,23,287,44,50,521,0
29,86,113,22,291,44,51,521,0
29,87,112,17,298,41,53,521,0
29,88,109,19,306,34,53,521,0
29,89,107,21,308,31,54,521,0
29,90,106,20,311,29,55,521,0
29,91,106,17,318,25,55,521,0
29,92,106,15,321,24,55,521,0
29,93,106,11,327,22,55,521,0
29,94,105,10,332,17,57,521,0
29,95,104,8,339,13,57,521,0
29,96,103,8,344,8,58,521,0
29,97,102,9,345,7,58,521,0
29,98,101,7,348,7,58,521,0
29,99,101,5,348,9,58,521,0
29,100,99,4,351,9,58,521,0
29,101,99,3,351,10,58,521,0
29,102,99,3,351,10,58,521,0
29,103,99,3,351,10,58,521,0
29,104,99,2,352,10,58,521,0
29,105,99,2,353,8,59,521,0
29,106,99,2,354,7,59,521,0
29,107,99,2,356,5,59,521,0
29,108,99,1,358,4,59,521,0
29,109,99,1,358,4,59,521,0
29,110,99,1,359,2,60,521,0
29,111,99,0,360,2,60,521,0
29,112,99,0,360,2,60,521,0
29,113,99,0,360,2,60,521,0
29,114,99,0,361,1,60,521,0
29,115,99,0,362,0,60,521,0
29,116,99,0,362,0,60,521,0
29,117,99,0,362,0,60,521,0
29,118,99,0,362,0,60,521,0
29,119,99,0,362,0,60,521,0
29,120,99,0,362,0,60,521,0
29,121,99,0,362,0,60,521,0
29,122,99,0,362,0,60,521,0
29,123,99,0,362,0,60,521,0
29,124,99,0,362,0,60,521,0
29,125,99,0,362,0,60,521,0
29,126,99,0,362,0,60,521,0
29,127,99,0,362,0,60,521,0
29,128,99,0,362,0,60,521,0
29,129,99,0,362,0,60,521,0
29,130,99,0,362,0,60,521,0
29,131,99,0,362,0,60,521,0
29,132,99,0,362,0,60,521,0
29,133,99,0,362,0,60,521,0
29,134,99,0,362,0,60,521,0
29,135,99,0,362,0,60,521,0
29,136,99,0,362,0,60,521,0
29,137,99,0,362,0,60,521,0
29,138,99,0,362,0,60,521,0
29,139,99,0,362,0,60,521,0
29,140,99,0,362,0,60,521,0
29,141,99,0,362,0,60,521,0
29,142,99,0,362,0,60,521,0
29,143,99,0,362,0,60,521,0
29,144,99,0,362,0,60,521,0
29,145,99,0,362,0,60,521,0
29,146,99,0,362,0,60,521,0
29,147,99,0,362,0,60,521,0
29,148,99,0,362,0,60,521,0
29,149,99,0,362,0,60,521,0
