scenario,day,negative,positive,recovered,inpatient,died,total,unallocated
0,120,109,0,354,0,58,521,0
0,121,109,0,354,0,58,521,0
0,122,109,0,354,0,58,521,0
0,123,109,0,354,0,58,521,0
0,124,109,0,354,0,58,521,0
0,125,109,0,354,0,58,521,0
0,126,109,0,354,0,58,521,0
0,127,109,0,354,0,58,521,0
0,128,109,0,354,0,58,521,0
0,129,109,0,354,0,58,521,0
0,130,109,0,354,0,58,521,0
0,131,109,0,354,0,58,521,0
0,132,109,0,354,0,58,521,0
0,133,109,0,354,0,58,521,0
0,134,109,0,354,0,58,521,0
0,135,109,0,354,0,58,521,0
0,136,109,0,354,0,58,521,0
0,137,109,0,354,0,58,521,0
0,138,109,0,354,0,58,521,0
0,139,109,0,354,0,58,521,0
0,140,109,0,354,0,58,521,0
0,141,109,0,354,0,58,521,0
0,142,109,0,354,0,58,521,0
0,143,109,0,354,0,58,521,0
0,144,109,0,354,0,58,521,0
0,145,109,0,354,0,58,521,0
0,146,109,0,354,0,58,521,0
0,147,109,0,354,0,58,521,0
0,148,109,0,354,0,58,521,0
0,149,109,0,354,0,58,521,0
1,0,521,0,0,0,0,521,0
1,1,521,0,0,0,0,521,0
1,2,521,0,0,0,0,521,0
1,3,521,0,0,0,0,521,0
1,4,521,0,0,0,0,521,0
1,5,521,0,0,0,0,521,0
1,6,521,0,0,0,0,521,0
1,7,521,0,0,0,0,521,0
1,8,521,0,0,0,0,521,0
1,9,521,0,0,0,0,521,0
1,10,521,0,0,0,0,521,0
1,11,521,0,0,0,0,521,0
1,12,521,0,0,0,0,521,0
1,13,521,0,0,0,0,521,0
1,14,521,0,0,0,0,521,0
1,15,521,0,0,0,0,521,0
1,16,521,0,0,0,0,521,0
1,17,520,1,0,0,0,521,0
1,18,520,1,0,0,0,521,0
1,19,520,1,0,0,0,521,0
1,20,520,1,0,0,0,521,0
1,21,520,1,0,0,0,521,0
1,22,520,0,0,1,0,521,0
1,23,520,0,0,1,0,521,0
1,24,520,0,0,1,0,521,0
1,25,520,0,0,1,0,521,0
1,26,518,2,0,1,0,521,0
1,27,516,4,0,1,0,521,0
1,28,516,4,0,1,0,521,0
1,29,514,6,0,1,0,521,0
1,30,513,7,0,1,0,521,0
1,31,512,7,0,2,0,521,0
1,32,509,8,0,3,1,521,0
1,33,505,11,0,4,1,521,0
1,34,502,13,1,4,1,521,0
1,35,500,14,1,5,1,521,0
1,36,497,16,1,6,1,521,0
1,37,490,22,1,7,1,521,0
1,38,488,23,1,8,1,521,0
1,39,486,21,2,11,1,521,0
1,40,480,25,3,12,1,521,0
1,41,476,28,3,13,1,521,0
1,42,469,34,3,14,1,521,0
1,43,462,38,3,14,4,521,0
1,44,455,39,8,15,4,521,0
1,45,451,39,10,17,4,521,0
1,46,444,41,12,20,4,521,0
1,47,438,42,15,22,4,521,0
1,48,427,46,18,25,5,521,0
1,49,417,49,22,28,5,521,0
1,50,407,54,24,31,5,521,0
1,51,395,62,26,32,6,521,0
1,52,384,67,29,34,7,521,0
1,53,380,66,33,35,7,521,0
1,54,368,73,38,34,8,521,0
1,55,353,82,40,37,9,521,0
1,56,343,75,46,45,12,521,0
1,57,333,80,51,44,13,521,0
1,58,322,81,55,50,13,521,0
1,59,309,86,60,53,13,521,0
1,60,303,77,70,57,14,521,0
1,61,290,73,81,62,15,521,0
1,62,278,71,86,68,18,521,0
1,63,268,72,96,65,20,521,0
1,64,256,76,100,68,21,521,0
1,65,244,80,107,68,22,521,0
1,66,237,75,115,70,24,521,0
1,67,228,73,123,71,26,521,0
1,68,221,67,129,74,30,521,0
1,69,211,65,141,72,32,521,0
1,70,200,69,151,67,34,521,0
1,71,195,70,157,65,34,521,0
1,72,191,67,165,62,36,521,0
1,73,189,55,181,60,36,521,0
1,74,186,49,194,56,36,521,0
1,75,178,44,203,58,38,521,0
1,76,173,41,212,56,39,521,0
1,77,170,42,219,51,39,521,0
1,78,163,43,230,43,42,521,0
1,79,156,41,236,44,44,521,0
1,80,151,42,241,43,44,521,0
1,81,148,41,248,39,45,521,0
1,82,145,37,253,40,46,521,0
1,83,141,34,262,37,47,521,0
1,84,135,33,266,39,48,521,0
1,85,134,30,276,32,49,521,0
1,86,131,29,284,28,49,521,0
1,87,130,26,285,31,49,521,0
1,88,129,20,290,32,50,521,0
1,89,125,19,294,32,51,521,0
1,90,123,20,297,29,52,521,0
1,91,123,16,304,25,53,521,0
1,92,122,14,307,25,53,521,0
1,93,120,14,312,22,53,521,0
1,94,118,14,315,20,54,521,0
1,95,116,14,317,20,54,521,0
1,96,115,11,325,16,54,521,0
1,97,115,8,325,19,54,521,0
1,98,115,7,328,17,54,521,0
1,99,115,4,331,16,55,521,0
1,100,113,5,335,13,55,521,0
1,101,112,6,336,12,55,521,0
1,102,112,4,337,11,57,521,0
1,103,112,4,338,10,57,521,0
1,104,112,3,338,11,57,521,0
1,105,112,2,341,9,57,521,0
1,106,112,2,343,7,57,521,0
1,107,112,1,345,6,57,521,0
1,108,112,1,345,6,57,521,0
1,109,112,1,345,6,57,521,0
1,110,112,1,346,5,57,521,0
1,111,112,0,348,4,57,521,0
1,112,112,0,348,4,57,521,0
1,113,112,0,349,3,57,521,0
1,114,112,0,350,2,57,521,0
1,115,112,0,351,1,57,521,0
1,116,112,0,352,0,57,521,0
1,117,112,0,352,0,57,521,0
1,118,112,0,352,0,57,521,0
1,119,112,0,352,0,57,521,0
1,120,112,0,352,0,57,521,0
1,121,112,0,352,0,57,521,0
1,122,112,0,352,0,57,521,0
1,123,112,0,352,0,57,521,0
1,124,112,0,352,0,57,521,0
1,125,112,0,352,0,57,521,0
1,126,112,0,352,0,57,521,0
1,127,112,0,352,0,57,521,0
1,128,112,0,352,0,57,521,0
1,129,112,0,352,0,57,521,0
1,130,112,0,352,0,57,521,0
1,131,112,0,352,0,57,521,0
1,132,112,0,352,0,57,521,0
1,133,112,0,352,0,57,521,0
1,134,112,0,352,0,57,521,0
1,135,112,0,352,0,57,521,0
1,136,112,0,352,0,57,521,0
1,137,112,0,352,0,57,521,0
1,138,112,0,352,0,57,521,0
1,139,112,0,352,0,57,521,0
1,140,112,0,352,0,57,521,0
1,141,112,0,352,0,57,521,0
1,142,112,0,352,0,57,521,0
1,143,112,0,352,0,57,521,0
1,144,112,0,352,0,57,521,0
1,145,112,0,352,0,57,521,0
1,146,112,0,352,0,57,521,0
1,147,112,0,352,0,57,521,0
1,148,112,0,352,0,57,521,0
1,149,112,0,352,0,57,521,0
2,0,521,0,0,0,0,521,0
2,1,521,0,0,0,0,521,0
2,2,521,0,0,0,0,521,0
2,3,521,0,0,0,0,521,0
2,4,521,0,0,0,0,521,0
2,5,521,0,0,0,0,521,0
2,6,521,0,0,0,0,521,0
2,7,521,0,0,0,0,521,0
2,8,521,0,0,0,0,521,0
2,9,521,0,0,0,0,521,0
2,10,521,0,0,0,0,521,0
2,11,521,0,0,0,0,521,0
2,12,521,0,0,0,0,521,0
2,13,521,0,0,0,0,521,0
2,14,521,0,0,0,0,521,0
2,15,521,0,0,0,0,521,0
2,16,521,0,0,0,0,521,0
2,17,520,1,0,0,0,521,0
2,18,520,1,0,0,0,521,0
2,19,520,1,0,0,0,521,0
2,20,520,0,0,1,0,521,0
2,21,520,0,0,1,0,521,0
2,22,520,0,0,1,0,521,0
2,23,520,0,0,1,0,521,0
2,24,520,0,0,1,0,521,0
2,25,520,0,0,1,0,521,0
2,26,518,2,0,1,0,521,0
2,27,516,4,0,1,0,521,0
2,28,516,4,0,1,0,521,0
2,29,514,6,0,1,0,521,0
2,30,513,7,0,1,0,521,0
2,31,512,7,0,2,0,521,0
2,32,509,9,0,3,0,521,0
2,33,505,12,1,3,0,521,0
2,34,502,15,1,3,0,521,0
2,35,500,15,1,5,0,521,0
2,36,497,15,3,6,0,521,0
2,37,490,21,3,7,0,521,0
2,38,488,22,3,8,0,521,0
2,39,486,20,4,11,0,521,0
2,40,480,26,4,11,0,521,0
2,41,475,30,4,12,0,521,0
2,42,468,33,4,16,0,521,0
2,43,461,35,8,16,1,521,0
2,44,453,38,10,17,3,521,0
2,45,448,40,12,18,3,521,0
2,46,441,41,13,23,3,521,0
2,47,435,41,15,27,3,521,0
2,48,424,46,16,30,5,521,0
2,49,414,49,19,33,6,521,0
2,50,404,51,22,38,6,521,0
2,51,392,56,26,41,6,521,0
2,52,381,60,29,45,6,521,0
2,53,376,57,32,50,6,521,0
2,54,364,64,35,51,7,521,0
2,55,348,71,37,58,7,521,0
2,56,337,73,44,58,9,521,0
2,57,325,76,49,62,9,521,0
2,58,314,74,58,66,9,521,0
2,59,301,75,64,70,11,521,0
2,60,295,76,69,69,12,521,0
2,61,281,78,80,68,14,521,0
2,62,267,82,88,70,14,521,0
2,63,257,85,94,70,15,521,0
2,64,245,87,107,66,16,521,0
2,65,232,92,115,65,17,521,0
2,66,225,88,123,66,19,521,0
2,67,216,87,135,62,21,521,0
2,68,208,77,148,65,23,521,0
2,69,198,79,157,62,25,521,0
2,70,187,79,172,56,27,521,0
2,71,182,77,175,59,28,521,0
2,72,177,69,188,58,29,521,0
2,73,175,63,196,58,29,521,0
2,74,172,55,207,58,29,521,0
2,75,164,48,222,56,31,521,0
2,76,159,48,233,49,32,521,0
2,77,156,46,241,46,32,521,0
2,78,149,47,247,45,33,521,0
2,79,142,48,256,40,35,521,0
2,80,137,44,258,44,38,521,0
2,81,134,37,268,40,42,521,0
2,82,131,35,275,36,44,521,0
2,83,127,32,283,34,45,521,0
2,84,121,33,288,33,46,521,0
2,85,120,29,293,32,47,521,0
2,86,117,27,297,31,49,521,0
2,87,116,24,299,32,50,521,0
2,88,115,23,308,24,51,521,0
2,89,111,18,310,29,53,521,0
2,90,109,17,314,27,54,521,0
2,91,109,14,316,26,56,521,0
2,92,108,13,318,26,56,521,0
2,93,106,13,323,21,58,521,0
2,94,104,13,327,19,58,521,0
2,95,102,14,331,16,58,521,0
2,96,101,13,335,13,59,521,0
2,97,100,12,337,12,60,521,0
2,98,100,12,338,11,60,521,0
2,99,100,10,341,9,61,521,0
2,100,98,12,342,8,61,521,0
2,101,97,10,346,7,61,521,0
2,102,97,8,350,4,62,521,0
2,103,97,6,352,4,62,521,0
2,104,97,5,352,5,62,521,0
2,105,97,2,355,5,62,521,0
2,106,97,1,356,5,62,521,0
2,107,97,1,356,5,62,521,0
2,108,97,1,357,4,62,521,0
2,109,97,1,357,4,62,521,0
2,110,97,1,357,4,62,521,0
2,111,97,1,357,3,63,521,0
2,112,97,1,357,3,63,521,0
2,113,97,0,359,2,63,521,0
2,114,97,0,360,1,63,521,0
2,115,97,0,360,1,63,521,0
2,116,97,0,361,0,63,521,0
2,117,97,0,361,0,63,521,0
2,118,97,0,361,0,63,521,0
2,119,97,0,361,0,63,521,0
2,120,97,0,361,0,63,521,0
2,121,97,0,361,0,63,521,0
2,122,97,0,361,0,63,521,0
2,123,97,0,361,0,63,521,0
2,124,97,0,361,0,63,521,0
2,125,97,0,361,0,63,521,0
2,126,97,0,361,0,63,521,0
2,127,97,0,361,0,63,521,0
2,128,97,0,361,0,63,521,0
2,129,97,0,361,0,63,521,0
2,130,97,0,361,0,63,521,0
2,131,97,0,361,0,63,521,0
2,132,97,0,361,0,63,521,0
2,133,97,0,361,0,63,521,0
2,134,97,0,361,0,63,521,0
2,135,97,0,361,0,63,521,0
2,136,97,0,361,0,63,521,0
2,137,97,0,361,0,63,521,0
2,138,97,0,361,0,63,521,0
2,139,97,0,361,0,63,521,0
2,140,97,0,361,0,63,521,0
2,141,97,0,361,0,63,521,0
2,142,97,0,361,0,63,521,0
2,143,97,0,361,0,63,521,0
2,144,97,0,361,0,63,521,0
2,145,97,0,361,0,63,521,0
2,146,97,0,361,0,63,521,0
2,147,97,0,361,0,63,521,0
2,148,97,0,361,0,63,521,0
2,149,97,0,361,0,63,521,0
3,0,521,0,0,0,0,521,0
3,1,521,0,0,0,0,521,0
3,2,521,0,0,0,0,521,0
3,3,521,0,0,0,0,521,0
3,4,521,0,0,0,0,521,0
3,5,521,0,0,0,0,521,0
3,6,521,0,0,0,0,521,0
3,7,521,0,0,0,0,521,0
3,8,521,0,0,0,0,521,0
3,9,521,0,0,0,0,521,0
3,10,521,0,0,0,0,521,0
3,11,521,0,0,0,0,521,0
3,12,521,0,0,0,0,521,0
3,13,521,0,0,0,0,521,0
3,14,521,0,0,0,0,521,0
3,15,521,0,0,0,0,521,0
3,16,521,0,0,0,0,521,0
3,17,520,1,0,0,0,521,0
3,18,520,1,0,0,0,521,0
3,19,520,1,0,0,0,521,0
3,20,520,1,0,0,0,521,0
3,21,520,1,0,0,0,521,0
3,22,520,1,0,0,0,521,0
3,23,520,1,0,0,0,521,0
3,24,520,1,0,0,0,521,0
3,25,520,0,0,0,1,521,0
3,26,518,2,0,0,1,521,0
3,27,516,4,0,0,1,521,0
3,28,516,4,0,0,1,521,0
3,29,514,6,0,0,1,521,0
3,30,513,7,0,0,1,521,0
3,31,512,8,0,0,1,521,0
3,32,509,9,0,2,1,521,0
3,33,505,13,0,2,1,521,0
3,34,502,14,1,3,1,521,0
3,35,500,16,1,3,1,521,0
3,36,497,18,1,4,1,521,0
3,37,490,22,1,7,1,521,0
3,38,488,21,2,9,1,521,0
3,39,486,21,2,11,1,521,0
3,40,480,23,3,14,1,521,0
3,41,475,26,3,16,1,521,0
3,42,468,31,5,16,1,521,0
3,43,461,32,6,20,2,521,0
3,44,453,34,9,23,2,521,0
3,45,448,33,11,27,2,521,0
3,46,441,37,13,28,2,521,0
3,47,435,41,15,28,2,521,0
3,48,424,45,19,30,3,521,0
3,49,414,54,21,29,3,521,0
3,50,404,57,23,34,3,521,0
3,51,392,64,28,34,3,521,0
3,52,381,65,33,39,3,521,0
3,53,377,65,36,40,3,521,0
3,54,365,68,40,43,5,521,0
3,55,350,73,46,46,6,521,0
3,56,339,78,51,45,8,521,0
3,57,327,79,58,48,9,521,0
3,58,316,83,63,46,13,521,0
3,59,303,89,67,48,14,521,0
3,60,297,80,74,56,14,521,0
3,61,284,81,84,58,14,521,0
3,62,270,84,93,58,16,521,0
3,63,260,85,97,61,18,521,0
3,64,248,88,107,59,19,521,0
3,65,236,92,120,53,20,521,0
3,66,229,89,128,54,21,521,0
3,67,220,89,135,56,21,521,0
3,68,213,78,148,60,22,521,0
3,69,203,72,159,60,27,521,0
3,70,192,70,173,57,29,521,0
3,71,187,66,177,59,32,521,0
3,72,182,63,182,60,34,521,0
3,73,180,52,187,66,36,521,0
3,74,177,46,197,63,38,521,0
3,75,169,44,210,60,38,521,0
3,76,164,38,220,61,38,521,0
3,77,161,39,226,57,38,521,0
3,78,154,44,231,49,43,521,0
3,79,147,41,236,52,45,521,0
3,80,142,41,242,51,45,521,0
3,81,139,39,249,47,47,521,0
3,82,136,34,258,46,47,521,0
3,83,132,34,264,44,47,521,0
3,84,126,34,271,41,49,521,0
3,85,125,30,276,37,53,521,0
3,86,122,29,286,31,53,521,0
3,87,121,25,289,33,53,521,0
3,88,120,21,294,32,54,521,0
3,89,116,20,300,31,54,521,0
3,90,114,18,307,26,56,521,0
3,91,114,16,309,26,56,521,0
3,92,113,15,311,26,56,521,0
3,93,111,9,317,26,58,521,0
3,94,109,11,317,25,59,521,0
3,95,107,12,318,24,60,521,0
3,96,106,11,327,15,62,521,0
3,97,105,12,327,13,64,521,0
3,98,105,11,330,11,64,521,0
3,99,105,8,333,11,64,521,0
3,100,103,9,334,11,64,521,0
3,101,102,10,337,8,64,521,0
3,102,102,7,341,7,64,521,0
3,103,102,6,343,6,64,521,0
3,104,102,6,343,5,65,521,0
3,105,102,2,346,5,66,521,0
3,106,102,2,346,5,66,521,0
3,107,102,1,347,5,66,521,0
3,108,102,0,349,4,66,521,0
3,109,102,0,350,3,66,521,0
3,110,102,0,350,3,66,521,0
3,111,102,0,350,3,66,521,0
3,112,102,0,350,3,66,521,0
3,113,102,0,350,3,66,521,0
3,114,102,0,351,2,66,521,0
3,115,102,0,351,2,66,521,0
3,116,102,0,351,2,66,521,0
3,117,102,0,353,0,66,521,0
3,118,102,0,353,0,66,521,0
3,119,102,0,353,0,66,521,0
3,120,102,0,353,0,66,521,0
3,121,102,0,353,0,66,521,0
3,122,102,0,353,0,66,521,0
3,123,102,0,353,0,66,521,0
3,124,102,0,353,0,66,521,0
3,125,102,0,353,0,66,521,0
3,126,102,0,353,0,66,521,0
3,127,102,0,353,0,66,521,0
3,128,102,0,353,0,66,521,0
3,129,102,0,353,0,66,521,0
3,130,102,0,353,0,66,521,0
3,131,102,0,353,0,66,521,0
3,132,102,0,353,0,66,521,0
3,133,102,0,353,0,66,521,0
3,134,102,0,353,0,66,521,0
3,135,102,0,353,0,66,521,0
3,136,102,0,353,0,66,521,0
3,137,102,0,353,0,66,521,0
3,138,102,0,353,0,66,521,0
3,139,102,0,353,0,66,521,0
3,140,102,0,353,0,66,521,0
3,141,102,0,353,0,66,521,0
3,142,102,0,353,0,66,521,0
3,143,102,0,353,0,66,521,0
3,144,102,0,353,0,66,521,0
3,145,102,0,353,0,66,521,0
3,146,102,0,353,0,66,521,0
3,147,102,0,353,0,66,521,0
3,148,102,0,353,0,66,521,0
3,149,102,0,353,0,66,521,0
4,0,521,0,0,0,0,521,0
4,1,521,0,0,0,0,521,0
4,2,521,0,0,0,0,521,0
4,3,521,0,0,0,0,521,0
4,4,521,0,0,0,0,521,0
4,5,521,0,0,0,0,521,0
4,6,521,0,0,0,0,521,0
4,7,521,0,0,0,0,521,0
4,8,521,0,0,0,0,521,0
4,9,521,0,0,0,0,521,0
4,10,521,0,0,0,0,521,0
4,11,521,0,0,0,0,521,0
4,12,521,0,0,0,0,521,0
4,13,521,0,0,0,0,521,0
4,14,521,0,0,0,0,521,0
4,15,521,0,0,0,0,521,0
4,16,521,0,0,0,0,521,0
4,17,520,1,0,0,0,521,0
4,18,520,1,0,0,0,521,0
4,19,520,1,0,0,0,521,0
4,20,520,1,0,0,0,521,0
4,21,520,1,0,0,0,521,0
4,22,520,1,0,0,0,521,0
4,23,520,1,0,0,0,521,0
4,24,520,0,1,0,0,521,0
4,25,520,0,1,0,0,521,0
4,26,518,2,1,0,0,521,0
4,27,516,4,1,0,0,521,0
4,28,516,4,1,0,0,521,0
4,29,514,5,1,1,0,521,0
4,30,513,5,1,2,0,521,0
4,31,512,6,1,2,0,521,0
4,32,509,9,1,2,0,521,0
4,33,506,10,1,4,0,521,0
4,34,503,13,1,4,0,521,0
4,35,501,15,1,4,0,521,0
4,36,498,16,2,4,1,521,0
4,37,491,19,3,7,1,521,0
4,38,489,20,3,8,1,521,0
4,39,487,21,3,9,1,521,0
4,40,481,26,4,9,1,521,0
4,41,477,26,4,13,1,521,0
4,42,470,31,7,12,1,521,0
4,43,463,33,10,14,1,521,0
4,44,456,38,10,16,1,521,0
4,45,452,33,15,19,2,521,0
4,46,445,37,16,21,2,521,0
4,47,439,36,17,27,2,521,0
4,48,428,44,18,29,2,521,0
4,49,420,46,22,31,2,521,0
4,50,410,52,25,31,3,521,0
4,51,398,60,28,31,4,521,0
4,52,387,64,29,37,4,521,0
4,53,383,63,31,39,5,521,0
4,54,371,64,35,43,8,521,0
4,55,356,71,40,44,10,521,0
4,56,346,70,47,47,11,521,0
4,57,336,73,53,45,14,521,0
4,58,325,75,60,47,14,521,0
4,59,313,83,65,45,15,521,0
4,60,308,77,68,53,15,521,0
4,61,295,81,75,53,17,521,0
4,62,283,83,80,56,19,521,0
4,63,273,75,92,61,20,521,0
4,64,261,76,100,63,21,521,0
4,65,249,75,108,67,22,521,0
4,66,242,70,117,66,26,521,0
4,67,234,69,125,64,29,521,0
4,68,227,61,134,67,32,521,0
4,69,217,63,140,69,32,521,0
4,70,206,67,145,69,34,521,0
4,71,201,62,151,72,35,521,0
4,72,197,55,166,66,37,521,0
4,73,195,51,170,66,39,521,0
4,74,192,46,177,65,41,521,0
4,75,184,43,188,63,43,521,0
4,76,179,44,195,58,45,521,0
4,77,177,41,201,53,49,521,0
4,78,170,42,209,47,53,521,0
4,79,163,49,214,41,54,521,0
4,80,158,45,224,39,55,521,0
4,81,155,41,232,37,56,521,0
4,82,152,34,239,39,57,521,0
4,83,148,32,250,34,57,521,0
4,84,142,30,255,36,58,521,0
4,85,141,28,260,33,59,521,0
4,86,138,26,265,33,59,521,0
4,87,137,25,268,31,60,521,0
4,88,136,21,274,29,61,521,0
4,89,132,23,277,27,62,521,0
4,90,130,21,278,29,63,521,0
4,91,130,17,286,25,63,521,0
4,92,129,17,291,20,64,521,0
4,93,127,14,294,21,65,521,0
4,94,125,12,300,19,65,521,0
4,95,123,12,301,19,66,521,0
4,96,122,11,307,15,66,521,0
4,97,122,9,310,14,66,521,0
4,98,122,8,311,14,66,521,0
4,99,122,7,312,14,66,521,0
4,100,120,5,315,14,67,521,0
4,101,120,4,319,11,67,521,0
4,102,120,2,319,13,67,521,0
4,103,120,2,320,12,67,521,0
4,104,120,2,320,12,67,521,0
4,105,120,1,322,11,67,521,0
4,106,120,0,324,9,68,521,0
4,107,120,0,324,9,68,521,0
4,108,120,0,325,8,68,521,0
4,109,120,0,327,6,68,521,0
4,110,120,0,328,5,68,521,0
4,111,120,0,329,4,68,521,0
4,112,120,0,329,4,68,521,0
4,113,120,0,330,3,68,521,0
4,114,120,0,333,0,68,521,0
4,115,120,0,333,0,68,521,0
4,116,120,0,333,0,68,521,0
4,117,120,0,333,0,68,521,0
4,118,120,0,333,0,68,521,0
4,119,120,0,333,0,68,521,0
4,120,120,0,333,0,68,521,0
4,121,120,0,333,0,68,521,0
4,122,120,0,333,0,68,521,0
4,123,120,0,333,0,68,521,0
4,124,120,0,333,0,68,521,0
4,125,120,0,333,0,68,521,0
4,126,120,0,333,0,68,521,0
4,127,120,0,333,0,68,521,0
4,128,120,0,333,0,68,521,0
4,129,120,0,333,0,68,521,0
4,130,120,0,333,0,68,521,0
4,131,120,0,333,0,68,521,0
4,132,120,0,333,0,68,521,0
4,133,120,0,333,0,68,521,0
4,134,120,0,333,0,68,521,0
4,135,120,0,333,0,68,521,0
4,136,120,0,333,0,68,521,0
4,137,120,0,333,0,68,521,0
4,138,120,0,333,0,68,521,0
4,139,120,0,333,0,68,521,0
4,140,120,0,333,0,68,521,0
4,141,120,0,333,0,68,521,0
4,142,120,0,333,0,68,521,0
4,143,120,0,333,0,68,521,0
4,144,120,0,333,0,68,521,0
4,145,120,0,333,0,68,521,0
4,146,120,0,333,0,68,521,0
4,147,120,0,333,0,68,521,0
4,148,120,0,333,0,68,521,0
4,149,120,0,333,0,68,521,0
5,0,521,0,0,0,0,521,0
5,1,521,0,0,0,0,521,0
5,2,521,0,0,0,0,521,0
5,3,521,0,0,0,0,521,0
5,4,521,0,0,0,0,521,0
5,5,521,0,0,0,0,521,0
5,6,521,0,0,0,0,521,0
5,7,521,0,0,0,0,521,0
5,8,521,0,0,0,0,521,0
5,9,521,0,0,0,0,521,0
5,10,521,0,0,0,0,521,0
5,11,521,0,0,0,0,521,0
5,12,521,0,0,0,0,521,0
5,13,521,0,0,0,0,521,0
5,14,521,0,0,0,0,521,0
5,15,521,0,0,0,0,521,0
5,16,521,0,0,0,0,521,0
5,17,520,1,0,0,0,521,0
5,18,520,1,0,0,0,521,0
5,19,520,1,0,0,0,521,0
5,20,520,1,0,0,0,521,0
5,21,520,1,0,0,0,521,0
5,22,520,1,0,0,0,521,0
5,23,520,1,0,0,0,521,0
